Index,ID,Name,Age,Photo,Nationality,Overall,Club,Wage
1797,194665,S. Ilsanker,29,https://cdn.sofifa.org/players/4/19/194665.png,Austria,75,RB Leipzig,€40K
1798,216939,A. Blake,27,https://cdn.sofifa.org/players/4/19/216939.png,Jamaica,75,Philadelphia Union,€6K
1799,230507,Nicholas Aldair,26,https://cdn.sofifa.org/players/4/19/230507.png,Brazil,75,Fluminense,€29K
1800,235883,R. Sessegnon,18,https://cdn.sofifa.org/players/4/19/235883.png,England,75,Fulham,€27K
1801,230252,Jorginhson,26,https://cdn.sofifa.org/players/4/19/230252.png,Brazil,75,Vitória,€13K
1802,239212,Carlitos,28,https://cdn.sofifa.org/players/4/19/239212.png,Spain,75,Legia Warszawa,€12K
1803,178284,L. Nguyen,31,https://cdn.sofifa.org/players/4/19/178284.png,United States,75,Los Angeles FC,€9K
1804,240493,A. Paschalakis,28,https://cdn.sofifa.org/players/4/19/240493.png,Greece,75,PAOK,€1K
1805,202350,Fabrício,28,https://cdn.sofifa.org/players/4/19/202350.png,Brazil,75,Urawa Red Diamonds,€15K
1806,226414,M. Coco,22,https://cdn.sofifa.org/players/4/19/226414.png,France,75,En Avant de Guingamp,€19K
1807,197231,K. Babacar,25,https://cdn.sofifa.org/players/4/19/197231.png,Senegal,75,Sassuolo,€45K
1808,214639,Postigo,29,https://cdn.sofifa.org/players/4/19/214639.png,Spain,75,Levante UD,€21K
1809,230767,Renato Sanches,20,https://cdn.sofifa.org/players/4/19/230767.png,Portugal,75,FC Bayern München,€41K
1810,190576,M. Caruzzo,33,https://cdn.sofifa.org/players/4/19/190576.png,Argentina,75,Rosario Central,€15K
1811,235634,G. Konan,22,https://cdn.sofifa.org/players/4/19/235634.png,Ivory Coast,75,Stade de Reims,€14K
1812,224883,S. Mounié,23,https://cdn.sofifa.org/players/4/19/224883.png,Benin,75,Huddersfield Town,€40K
1813,209781,P. Capelle,31,https://cdn.sofifa.org/players/4/19/209781.png,France,75,Angers SCO,€20K
1814,230005,T. Davies,20,https://cdn.sofifa.org/players/4/19/230005.png,England,75,Everton,€54K
1815,177525,N. Dirar,32,https://cdn.sofifa.org/players/4/19/177525.png,Morocco,75,Fenerbahçe SK,€53K
1816,198006,J. Toornstra,29,https://cdn.sofifa.org/players/4/19/198006.png,Netherlands,75,Feyenoord,€14K
1817,207734,Paulinho,23,https://cdn.sofifa.org/players/4/19/207734.png,Brazil,75,Portimonense SC,€9K
1818,209782,S. Larsson,25,https://cdn.sofifa.org/players/4/19/209782.png,Sweden,75,Feyenoord,€14K
1819,225144,P. Tau,24,https://cdn.sofifa.org/players/4/19/225144.png,South Africa,75,,€ 0
1820,236920,J. Kluivert,19,https://cdn.sofifa.org/players/4/19/236920.png,Netherlands,75,Roma,€28K
1821,171896,H. Ayala,31,https://cdn.sofifa.org/players/4/19/171896.png,Mexico,75,Tigres U.A.N.L.,€42K
1822,231545,Miguel Silva,23,https://cdn.sofifa.org/players/4/19/231545.png,Portugal,75,Vitória Guimarães,€7K
1823,213114,D. Rolán,25,https://cdn.sofifa.org/players/4/19/213114.png,Uruguay,75,CD Leganés,€11K
1824,222331,L. Klostermann,22,https://cdn.sofifa.org/players/4/19/222331.png,Germany,75,RB Leipzig,€32K
1825,225659,G. Rodríguez,23,https://cdn.sofifa.org/players/4/19/225659.png,Argentina,75,Club América,€41K
1826,222077,M. Locatelli,20,https://cdn.sofifa.org/players/4/19/222077.png,Italy,75,Sassuolo,€43K
1827,189053,F. Caputo,30,https://cdn.sofifa.org/players/4/19/189053.png,Italy,75,Empoli,€16K
1828,221310,A. Roa,25,https://cdn.sofifa.org/players/4/19/221310.png,Colombia,75,Club Atlético Huracán,€4K
1829,194174,Keko,26,https://cdn.sofifa.org/players/4/19/194174.png,Spain,75,Real Valladolid CF,€11K
1830,200831,A. El Khayati,29,https://cdn.sofifa.org/players/4/19/200831.png,Netherlands,75,ADO Den Haag,€11K
1831,210047,F. Schär,26,https://cdn.sofifa.org/players/4/19/210047.png,Switzerland,75,Newcastle United,€38K
1832,238463,A. Haidara,20,https://cdn.sofifa.org/players/4/19/238463.png,Mali,75,FC Red Bull Salzburg,€24K
1833,219777,Chema Rodríguez,26,https://cdn.sofifa.org/players/4/19/219777.png,Spain,75,Levante UD,€20K
1834,170369,G. dos Santos,29,https://cdn.sofifa.org/players/4/19/170369.png,Mexico,75,LA Galaxy,€10K
1835,202882,T. Bifouma,26,https://cdn.sofifa.org/players/4/19/202882.png,Congo,75,MKE Ankaragücü,€21K
1836,230274,Dani Rochelinhas,26,https://cdn.sofifa.org/players/4/19/230274.png,Brazil,75,Chapecoense,€17K
1837,202115,M. Ostrzolek,28,https://cdn.sofifa.org/players/4/19/202115.png,Germany,75,Hannover 96,€29K
1838,217731,Sandro,22,https://cdn.sofifa.org/players/4/19/217731.png,Spain,75,Real Sociedad,€69K
1839,178051,L. Deaux,29,https://cdn.sofifa.org/players/4/19/178051.png,France,75,En Avant de Guingamp,€21K
1840,194947,J. Vuković,30,https://cdn.sofifa.org/players/4/19/194947.png,Serbia,75,Olympiacos CFP,€1K
1841,132740,J. Hansen,33,https://cdn.sofifa.org/players/4/19/132740.png,Denmark,75,FC Midtjylland,€16K
1842,216452,Gonçalo Paciência,23,https://cdn.sofifa.org/players/4/19/216452.png,Portugal,75,Eintracht Frankfurt,€29K
1843,229764,Córdoba,21,https://cdn.sofifa.org/players/4/19/229764.png,Spain,75,Athletic Club de Bilbao,€18K
1844,190854,P. Pekarík,31,https://cdn.sofifa.org/players/4/19/190854.png,Slovakia,75,Hertha BSC,€23K
1845,198023,Ximo Navarro,28,https://cdn.sofifa.org/players/4/19/198023.png,Spain,75,Deportivo Alavés,€21K
1846,179591,Pablo Hernández,33,https://cdn.sofifa.org/players/4/19/179591.png,Spain,75,Leeds United,€40K
1847,192904,G. Kashia,30,https://cdn.sofifa.org/players/4/19/192904.png,Georgia,75,San Jose Earthquakes,€8K
1848,165769,Cássio,37,https://cdn.sofifa.org/players/4/19/165769.png,Brazil,75,Al Taawoun,€10K
1849,172425,S. Bamba,33,https://cdn.sofifa.org/players/4/19/172425.png,Ivory Coast,75,Cardiff City,€38K
1850,176009,S. Kums,30,https://cdn.sofifa.org/players/4/19/176009.png,Belgium,75,RSC Anderlecht,€19K
1851,224394,Fábio Martins,24,https://cdn.sofifa.org/players/4/19/224394.png,Portugal,75,SC Braga,€12K
1852,188042,M. Suárez,30,https://cdn.sofifa.org/players/4/19/188042.png,Argentina,75,Belgrano de Córdoba,€15K
1853,209547,S. Mitrović,28,https://cdn.sofifa.org/players/4/19/209547.png,Serbia,75,RC Strasbourg Alsace,€18K
1854,164491,D. Aogo,31,https://cdn.sofifa.org/players/4/19/164491.png,Germany,75,VfB Stuttgart,€28K
1855,210828,B. Engels,23,https://cdn.sofifa.org/players/4/19/210828.png,Belgium,75,Stade de Reims,€14K
1856,213388,F. Tait,25,https://cdn.sofifa.org/players/4/19/213388.png,France,75,Angers SCO,€23K
1857,238476,D. Zagadou,19,https://cdn.sofifa.org/players/4/19/238476.png,France,75,Borussia Dortmund,€16K
1858,188556,M. Diamé,31,https://cdn.sofifa.org/players/4/19/188556.png,Senegal,75,Newcastle United,€42K
1859,205966,A. Younes,24,https://cdn.sofifa.org/players/4/19/205966.png,Germany,75,Napoli,€47K
1860,210831,B. Verstraete,24,https://cdn.sofifa.org/players/4/19/210831.png,Belgium,75,KAA Gent,€16K
1861,211856,K. Akpoguma,23,https://cdn.sofifa.org/players/4/19/211856.png,Germany,75,TSG 1899 Hoffenheim,€24K
1862,219792,B. Santamaria,23,https://cdn.sofifa.org/players/4/19/219792.png,France,75,Angers SCO,€17K
1863,46736,E. Moretti,37,https://cdn.sofifa.org/players/4/19/46736.png,Italy,75,Torino,€24K
1864,193425,H. Behrens,28,https://cdn.sofifa.org/players/4/19/193425.png,Germany,75,1. FC Nürnberg,€24K
1865,215698,M. Maignan,22,https://cdn.sofifa.org/players/4/19/215698.png,France,75,LOSC Lille,€18K
1866,231826,Y. Karamoh,19,https://cdn.sofifa.org/players/4/19/231826.png,France,75,FC Girondins de Bordeaux,€24K
1867,192146,V. Ignatiev,31,https://cdn.sofifa.org/players/4/19/192146.png,Russia,75,Lokomotiv Moscow,€1K
1868,208787,A. Thomasson,24,https://cdn.sofifa.org/players/4/19/208787.png,France,75,RC Strasbourg Alsace,€16K
1869,212883,D. Amartey,23,https://cdn.sofifa.org/players/4/19/212883.png,Ghana,75,Leicester City,€43K
1870,152211,R. Özcan,34,https://cdn.sofifa.org/players/4/19/152211.png,Austria,75,Bayer 04 Leverkusen,€36K
1871,203668,A. Donnarumma,27,https://cdn.sofifa.org/players/4/19/203668.png,Italy,75,Brescia,€6K
1872,199829,Timor,28,https://cdn.sofifa.org/players/4/19/199829.png,Spain,75,UD Las Palmas,€11K
1873,211093,C. McGregor,25,https://cdn.sofifa.org/players/4/19/211093.png,Scotland,75,Celtic,€44K
1874,219797,R. Martínez,24,https://cdn.sofifa.org/players/4/19/219797.png,Colombia,75,Club América,€50K
1875,244373,V. Buyalskyi,25,https://cdn.sofifa.org/players/4/19/244373.png,Ukraine,75,Dynamo Kyiv,€1K
1876,184469,H. Arter,28,https://cdn.sofifa.org/players/4/19/184469.png,Republic of Ireland,75,Cardiff City,€55K
1877,208534,A. Mawson,24,https://cdn.sofifa.org/players/4/19/208534.png,England,75,Fulham,€38K
1878,227222,F. Guilbert,23,https://cdn.sofifa.org/players/4/19/227222.png,France,75,Stade Malherbe Caen,€17K
1879,229270,M. Lemos,22,https://cdn.sofifa.org/players/4/19/229270.png,Uruguay,75,Sassuolo,€9K
1880,202135,S. Sturaro,25,https://cdn.sofifa.org/players/4/19/202135.png,Italy,75,Sporting CP,€71K
1881,208535,A. Duncan,25,https://cdn.sofifa.org/players/4/19/208535.png,Ghana,75,Sassuolo,€42K
1882,215703,Marlon,22,https://cdn.sofifa.org/players/4/19/215703.png,Brazil,75,Sassuolo,€34K
1883,187800,M. Isla,30,https://cdn.sofifa.org/players/4/19/187800.png,Chile,75,Fenerbahçe SK,€48K
1884,225945,Thiago Maia,21,https://cdn.sofifa.org/players/4/19/225945.png,Brazil,75,LOSC Lille,€19K
1885,230042,Y. Aït Bennasser,21,https://cdn.sofifa.org/players/4/19/230042.png,Morocco,75,AS Monaco,€39K
1886,176794,O. Toivonen,31,https://cdn.sofifa.org/players/4/19/176794.png,Sweden,75,Melbourne Victory,€11K
1887,189338,J. Urretaviscaya,28,https://cdn.sofifa.org/players/4/19/189338.png,Uruguay,75,Monterrey,€46K
1888,237211,Yuri Ribeiro,21,https://cdn.sofifa.org/players/4/19/237211.png,Portugal,75,SL Benfica,€8K
1889,194203,N. Tomović,30,https://cdn.sofifa.org/players/4/19/194203.png,Serbia,75,Chievo Verona,€15K
1890,183966,F. Roncaglia,31,https://cdn.sofifa.org/players/4/19/183966.png,Argentina,75,RC Celta,€20K
1891,215199,R. Botta,28,https://cdn.sofifa.org/players/4/19/215199.png,Argentina,75,San Lorenzo de Almagro,€21K
1892,225439,R. Mandragora,21,https://cdn.sofifa.org/players/4/19/225439.png,Italy,75,Udinese,€18K
1893,186783,A. Adomah,30,https://cdn.sofifa.org/players/4/19/186783.png,Ghana,75,Aston Villa,€20K
1894,235424,D. Samassékou,22,https://cdn.sofifa.org/players/4/19/235424.png,Mali,75,FC Red Bull Salzburg,€26K
1895,191648,M. Yoshida,29,https://cdn.sofifa.org/players/4/19/191648.png,Japan,75,Southampton,€40K
1896,193440,N. Viergever,28,https://cdn.sofifa.org/players/4/19/193440.png,Netherlands,75,PSV,€15K
1897,198817,R. Amalfitano,28,https://cdn.sofifa.org/players/4/19/198817.png,France,75,Dijon FCO,€15K
1898,211361,D. Cataldi,23,https://cdn.sofifa.org/players/4/19/211361.png,Italy,75,Lazio,€35K
1899,241827,Martín,22,https://cdn.sofifa.org/players/4/19/241827.png,Spain,75,Deportivo Alavés,€17K
1900,194979,Tiago Pinto,30,https://cdn.sofifa.org/players/4/19/194979.png,Portugal,75,MKE Ankaragücü,€19K
1901,211108,Fernandinho,25,https://cdn.sofifa.org/players/4/19/211108.png,Brazil,75,Chongqing Dangdai Lifan FC SWM Team,€10K
1902,214692,C. Cueva,26,https://cdn.sofifa.org/players/4/19/214692.png,Peru,75,,€ 0
1903,230564,M. Gaćinović,23,https://cdn.sofifa.org/players/4/19/230564.png,Serbia,75,Eintracht Frankfurt,€26K
1904,232869,G. Shoji,25,https://cdn.sofifa.org/players/4/19/232869.png,Japan,75,Kashima Antlers,€11K
1905,138918,L. Rigoni,33,https://cdn.sofifa.org/players/4/19/138918.png,Italy,75,Parma,€37K
1906,205478,M. Krmenčík,25,https://cdn.sofifa.org/players/4/19/205478.png,Czech Republic,75,Viktoria Plzeň,€1K
1907,216742,M. Mevlja,28,https://cdn.sofifa.org/players/4/19/216742.png,Slovenia,75,,€ 0
1908,169638,C. Daniels,31,https://cdn.sofifa.org/players/4/19/169638.png,England,75,Bournemouth,€49K
1909,202151,K. Stafylidis,24,https://cdn.sofifa.org/players/4/19/202151.png,Greece,75,FC Augsburg,€18K
1910,226215,Sabin Merino,26,https://cdn.sofifa.org/players/4/19/226215.png,Spain,75,CD Leganés,€23K
1911,202408,A. Flint,28,https://cdn.sofifa.org/players/4/19/202408.png,England,75,Middlesbrough,€47K
1912,235944,Brais Méndez,21,https://cdn.sofifa.org/players/4/19/235944.png,Spain,75,RC Celta,€16K
1913,225193,Merino,22,https://cdn.sofifa.org/players/4/19/225193.png,Spain,75,Real Sociedad,€22K
1914,176553,S. Missiroli,32,https://cdn.sofifa.org/players/4/19/176553.png,Italy,75,SPAL,€15K
1915,202410,Serantes,28,https://cdn.sofifa.org/players/4/19/202410.png,Spain,75,CD Leganés,€21K
1916,229034,V. Guzmán,23,https://cdn.sofifa.org/players/4/19/229034.png,Mexico,75,Pachuca,€24K
1917,178090,D. Biseswar,30,https://cdn.sofifa.org/players/4/19/178090.png,Netherlands,75,PAOK,€1K
1918,214955,E. Mas,29,https://cdn.sofifa.org/players/4/19/214955.png,Argentina,75,Boca Juniors,€21K
1919,179884,Nuno Pinto,31,https://cdn.sofifa.org/players/4/19/179884.png,Portugal,75,Vitória de Setúbal,€7K
1920,216749,Carlos Mané,24,https://cdn.sofifa.org/players/4/19/216749.png,Portugal,75,Sporting CP,€11K
1921,229037,Borja Valle,25,https://cdn.sofifa.org/players/4/19/229037.png,Spain,75,Deportivo de La Coruña,€11K
1922,168621,Zeca,29,https://cdn.sofifa.org/players/4/19/168621.png,Greece,75,FC København,€21K
1923,189357,C. Toselli,30,https://cdn.sofifa.org/players/4/19/189357.png,Chile,75,CD Everton de Viña del Mar,€4K
1924,200110,M. Bizot,27,https://cdn.sofifa.org/players/4/19/200110.png,Netherlands,75,AZ Alkmaar,€11K
1925,207790,K. Ayhan,23,https://cdn.sofifa.org/players/4/19/207790.png,Turkey,75,Fortuna Düsseldorf,€22K
1926,210862,Ricardo Ferreira,25,https://cdn.sofifa.org/players/4/19/210862.png,Portugal,75,SC Braga,€12K
1927,183982,N. Roux,30,https://cdn.sofifa.org/players/4/19/183982.png,France,75,En Avant de Guingamp,€24K
1928,212911,Hernâni,26,https://cdn.sofifa.org/players/4/19/212911.png,Portugal,75,FC Porto,€13K
1929,199601,M. Çağıran,25,https://cdn.sofifa.org/players/4/19/199601.png,Turkey,75,Çaykur Rizespor,€13K
1930,136113,W. Morgan,34,https://cdn.sofifa.org/players/4/19/136113.png,Jamaica,75,Leicester City,€50K
1931,220337,J. Alonso,25,https://cdn.sofifa.org/players/4/19/220337.png,Paraguay,75,RC Celta,€25K
1932,188337,M. Wakaso,27,https://cdn.sofifa.org/players/4/19/188337.png,Ghana,75,Deportivo Alavés,€22K
1933,245682,K. Traoré,26,https://cdn.sofifa.org/players/4/19/245682.png,Ivory Coast,75,,€ 0
1934,206003,Y. Mvogo,24,https://cdn.sofifa.org/players/4/19/206003.png,Switzerland,75,RB Leipzig,€25K
1935,230323,Kaíquão Castro,34,https://cdn.sofifa.org/players/4/19/230323.png,Brazil,75,Fluminense,€20K
1936,245683,K. Fofana,26,https://cdn.sofifa.org/players/4/19/245683.png,Ivory Coast,75,,€ 0
1937,211124,P. Hurtado,27,https://cdn.sofifa.org/players/4/19/211124.png,Peru,75,Atiker Konyaspor,€18K
1938,214196,D. Bocanegra,31,https://cdn.sofifa.org/players/4/19/214196.png,Colombia,75,Atlético Nacional,€6K
1939,227508,Melero,24,https://cdn.sofifa.org/players/4/19/227508.png,Spain,75,SD Huesca,€17K
1940,194996,Borja Bastón,25,https://cdn.sofifa.org/players/4/19/194996.png,Spain,75,Deportivo Alavés,€29K
1941,198581,O. Murillo,30,https://cdn.sofifa.org/players/4/19/198581.png,Colombia,75,Pachuca,€25K
1942,202934,O. Onazi,25,https://cdn.sofifa.org/players/4/19/202934.png,Nigeria,75,Trabzonspor,€25K
1943,209846,C. Günter,25,https://cdn.sofifa.org/players/4/19/209846.png,Germany,75,SC Freiburg,€20K
1944,211382,I. Amadou,25,https://cdn.sofifa.org/players/4/19/211382.png,France,75,Sevilla FC,€14K
1945,222390,Unai López,22,https://cdn.sofifa.org/players/4/19/222390.png,Spain,75,Athletic Club de Bilbao,€19K
1946,225719,K. Iheanacho,21,https://cdn.sofifa.org/players/4/19/225719.png,Nigeria,75,Leicester City,€45K
1947,232119,C. Söyüncü,22,https://cdn.sofifa.org/players/4/19/232119.png,Turkey,75,Leicester City,€43K
1948,213689,B. Pearson,23,https://cdn.sofifa.org/players/4/19/213689.png,England,75,Preston North End,€12K
1949,211899,F. Niederlechner,27,https://cdn.sofifa.org/players/4/19/211899.png,Germany,75,SC Freiburg,€25K
1950,205756,S. Denswil,25,https://cdn.sofifa.org/players/4/19/205756.png,Netherlands,75,Club Brugge KV,€19K
1951,142780,G. Rodríguez,34,https://cdn.sofifa.org/players/4/19/142780.png,Argentina,75,San Lorenzo de Almagro,€18K
1952,161468,P. Guiñazú,39,https://cdn.sofifa.org/players/4/19/161468.png,Argentina,75,Club Atlético Talleres,€10K
1953,220093,H. Hateboer,24,https://cdn.sofifa.org/players/4/19/220093.png,Netherlands,75,Atalanta,€22K
1954,215998,I. Fernández,28,https://cdn.sofifa.org/players/4/19/215998.png,Argentina,75,River Plate,€23K
1955,231102,L. Blas,20,https://cdn.sofifa.org/players/4/19/231102.png,France,75,En Avant de Guingamp,€16K
1956,235454,M. Sarr,19,https://cdn.sofifa.org/players/4/19/235454.png,France,75,OGC Nice,€11K
1957,146111,Mikel Rico,33,https://cdn.sofifa.org/players/4/19/146111.png,Spain,75,Athletic Club de Bilbao,€21K
1958,234943,F. Neuhaus,21,https://cdn.sofifa.org/players/4/19/234943.png,Germany,75,Borussia Mönchengladbach,€19K
1959,124607,S. İnan,33,https://cdn.sofifa.org/players/4/19/124607.png,Turkey,75,Galatasaray SK,€47K
1960,149184,C. Maggio,36,https://cdn.sofifa.org/players/4/19/149184.png,Italy,75,Benevento,€4K
1961,196801,Mexer,29,https://cdn.sofifa.org/players/4/19/196801.png,Mozambique,75,Stade Rennais FC,€28K
1962,149185,F. Magnanelli,33,https://cdn.sofifa.org/players/4/19/149185.png,Italy,75,Sassuolo,€40K
1963,219841,J. Figal,24,https://cdn.sofifa.org/players/4/19/219841.png,Argentina,75,Independiente,€15K
1964,207554,V. Claesson,26,https://cdn.sofifa.org/players/4/19/207554.png,Sweden,75,,€ 0
1965,207555,F. Helander,25,https://cdn.sofifa.org/players/4/19/207555.png,Sweden,75,Bologna,€25K
1966,211907,J. Gondorf,30,https://cdn.sofifa.org/players/4/19/211907.png,Germany,75,SC Freiburg,€23K
1967,210372,R. Ghezzal,26,https://cdn.sofifa.org/players/4/19/210372.png,Algeria,75,Leicester City,€54K
1968,213956,Adama,22,https://cdn.sofifa.org/players/4/19/213956.png,Spain,75,Wolverhampton Wanderers,€54K
1969,222148,O. Duda,23,https://cdn.sofifa.org/players/4/19/222148.png,Slovakia,75,Hertha BSC,€22K
1970,224196,R. Bensebaini,23,https://cdn.sofifa.org/players/4/19/224196.png,Algeria,75,Stade Rennais FC,€23K
1971,212933,L. Depoitre,29,https://cdn.sofifa.org/players/4/19/212933.png,Belgium,75,Huddersfield Town,€47K
1972,241095,N. Vlašić,20,https://cdn.sofifa.org/players/4/19/241095.png,Croatia,75,PFC CSKA Moscow,€1K
1973,188103,Rochina,27,https://cdn.sofifa.org/players/4/19/188103.png,Spain,75,Levante UD,€22K
1974,201417,M. Doherty,26,https://cdn.sofifa.org/players/4/19/201417.png,Republic of Ireland,75,Wolverhampton Wanderers,€52K
1975,204233,C. Musonda,21,https://cdn.sofifa.org/players/4/19/204233.png,Belgium,75,Vitesse,€64K
1976,210377,João Teixeira,25,https://cdn.sofifa.org/players/4/19/210377.png,Portugal,75,Vitória Guimarães,€10K
1977,165321,S. Ward,32,https://cdn.sofifa.org/players/4/19/165321.png,Republic of Ireland,75,Burnley,€42K
1978,221130,Y. Cardinale,24,https://cdn.sofifa.org/players/4/19/221130.png,France,75,OGC Nice,€18K
1979,135883,S. Francis,33,https://cdn.sofifa.org/players/4/19/135883.png,England,75,Bournemouth,€49K
1980,230348,Lafortiscinho,26,https://cdn.sofifa.org/players/4/19/230348.png,Brazil,75,Botafogo,€20K
1981,188876,M. Valdifiori,32,https://cdn.sofifa.org/players/4/19/188876.png,Italy,75,SPAL,€13K
1982,190156,Rubén Pérez,29,https://cdn.sofifa.org/players/4/19/190156.png,Spain,75,CD Leganés,€26K
1983,197837,D. Boyata,27,https://cdn.sofifa.org/players/4/19/197837.png,Belgium,75,Celtic,€42K
1984,198861,N. Mendy,26,https://cdn.sofifa.org/players/4/19/198861.png,France,75,Leicester City,€50K
1985,217805,A. Martín Arias,25,https://cdn.sofifa.org/players/4/19/217805.png,Argentina,75,Gimnasia y Esgrima La Plata,€11K
1986,228302,Pedraza,22,https://cdn.sofifa.org/players/4/19/228302.png,Spain,75,Villarreal CF,€24K
1987,182736,Ricardo,35,https://cdn.sofifa.org/players/4/19/182736.png,Portugal,75,GD Chaves,€5K
1988,3281,Tarantini,34,https://cdn.sofifa.org/players/4/19/3281.png,Portugal,75,Rio Ave FC,€10K
1989,204497,K. Stöger,24,https://cdn.sofifa.org/players/4/19/204497.png,Austria,75,Fortuna Düsseldorf,€24K
1990,210897,C. Mbemba,23,https://cdn.sofifa.org/players/4/19/210897.png,DR Congo,75,FC Porto,€10K
1991,201938,A. Limbombe,23,https://cdn.sofifa.org/players/4/19/201938.png,Belgium,75,FC Nantes,€21K
1992,175314,K. McDonald,29,https://cdn.sofifa.org/players/4/19/175314.png,Scotland,75,Fulham,€46K
1993,208339,O. Niasse,28,https://cdn.sofifa.org/players/4/19/208339.png,Senegal,75,Everton,€82K
1994,215251,G. Herrera,26,https://cdn.sofifa.org/players/4/19/215251.png,Argentina,75,Club Atlético Talleres,€12K
1995,220883,R. Borré,22,https://cdn.sofifa.org/players/4/19/220883.png,Colombia,75,River Plate,€21K
1996,190931,E. Zukanović,31,https://cdn.sofifa.org/players/4/19/190931.png,Bosnia Herzegovina,75,Genoa,€15K
1997,236245,A. Elis,22,https://cdn.sofifa.org/players/4/19/236245.png,Honduras,75,Houston Dynamo,€8K
1998,174549,M. Fernández,32,https://cdn.sofifa.org/players/4/19/174549.png,Chile,75,Club Necaxa,€14K
1999,213974,D. Rodríguez,28,https://cdn.sofifa.org/players/4/19/213974.png,Uruguay,75,Club Tijuana,€20K
2000,199383,T. Klose,30,https://cdn.sofifa.org/players/4/19/199383.png,Switzerland,75,Norwich City,€25K
2001,201943,A. Cornelius,25,https://cdn.sofifa.org/players/4/19/201943.png,Denmark,75,FC Girondins de Bordeaux,€26K
2002,211927,Kwon Chang Hoon,24,https://cdn.sofifa.org/players/4/19/211927.png,Korea Republic,75,Dijon FCO,€13K
2003,226777,C. Larin,23,https://cdn.sofifa.org/players/4/19/226777.png,Canada,75,Beşiktaş JK,€39K
2004,234201,Tchê Tchê,25,https://cdn.sofifa.org/players/4/19/234201.png,Brazil,75,Dynamo Kyiv,€1K
2005,195033,M. Leckie,27,https://cdn.sofifa.org/players/4/19/195033.png,Australia,75,Hertha BSC,€25K
2006,214491,L. Quiñones,27,https://cdn.sofifa.org/players/4/19/214491.png,Colombia,75,Deportivo Toluca,€46K
2007,192476,Fontàs,28,https://cdn.sofifa.org/players/4/19/192476.png,Spain,75,Sporting Kansas City,€8K
2008,169181,K. Vermeer,32,https://cdn.sofifa.org/players/4/19/169181.png,Netherlands,75,Feyenoord,€10K
2009,172768,A. Surman,31,https://cdn.sofifa.org/players/4/19/172768.png,England,75,Bournemouth,€53K
2010,198113,M. Höger,28,https://cdn.sofifa.org/players/4/19/198113.png,Germany,75,1. FC Köln,€21K
2011,157665,S. Dann,31,https://cdn.sofifa.org/players/4/19/157665.png,England,75,Crystal Palace,€42K
2012,244193,Jovane Cabral,20,https://cdn.sofifa.org/players/4/19/244193.png,Cape Verde,75,Sporting CP,€9K
2013,180706,C. Cathcart,29,https://cdn.sofifa.org/players/4/19/180706.png,Northern Ireland,75,Watford,€44K
2014,220132,Zaldúa,26,https://cdn.sofifa.org/players/4/19/220132.png,Spain,75,Real Sociedad,€23K
2015,194020,Pelé,26,https://cdn.sofifa.org/players/4/19/194020.png,Guinea Bissau,75,AS Monaco,€48K
2016,184037,M. Kelly,28,https://cdn.sofifa.org/players/4/19/184037.png,England,75,Crystal Palace,€44K
2017,189157,Y. Bolasie,29,https://cdn.sofifa.org/players/4/19/189157.png,DR Congo,75,Aston Villa,€76K
2018,215270,L. Zelarayán,26,https://cdn.sofifa.org/players/4/19/215270.png,Argentina,75,Tigres U.A.N.L.,€46K
2019,158438,Gelson Fernandes,31,https://cdn.sofifa.org/players/4/19/158438.png,Switzerland,75,Eintracht Frankfurt,€28K
2020,187366,D. Glushakov,31,https://cdn.sofifa.org/players/4/19/187366.png,Russia,75,Spartak Moscow,€1K
2021,221671,Lee Jae Sung,25,https://cdn.sofifa.org/players/4/19/221671.png,Korea Republic,75,Holstein Kiel,€13K
2022,175847,Baiano,31,https://cdn.sofifa.org/players/4/19/175847.png,Brazil,75,Alanyaspor,€13K
2023,212456,A. Hurtado,31,https://cdn.sofifa.org/players/4/19/212456.png,Colombia,75,Monterrey,€44K
2024,162280,A. Mierzejewski,31,https://cdn.sofifa.org/players/4/19/162280.png,Poland,75,Changchun Yatai FC,€12K
2025,226537,V. Janssen,24,https://cdn.sofifa.org/players/4/19/226537.png,Netherlands,75,Tottenham Hotspur,€64K
2026,196073,E. Paredes,37,https://cdn.sofifa.org/players/4/19/196073.png,Chile,75,Colo-Colo,€7K
2027,215018,B. Alemán,28,https://cdn.sofifa.org/players/4/19/215018.png,Uruguay,75,Ettifaq FC,€29K
2028,234986,P. Retsos,19,https://cdn.sofifa.org/players/4/19/234986.png,Greece,75,Bayer 04 Leverkusen,€19K
2029,237034,J. Hernández,19,https://cdn.sofifa.org/players/4/19/237034.png,Colombia,75,SD Huesca,€26K
2030,191210,S. Corchia,27,https://cdn.sofifa.org/players/4/19/191210.png,France,75,SL Benfica,€14K
2031,204523,Rubén Pardo,25,https://cdn.sofifa.org/players/4/19/204523.png,Spain,75,Real Sociedad,€24K
2032,214763,P. Goltz,33,https://cdn.sofifa.org/players/4/19/214763.png,Argentina,75,Boca Juniors,€20K
2033,215531,D. Türüç,25,https://cdn.sofifa.org/players/4/19/215531.png,Turkey,75,Kayserispor,€14K
2034,212204,B. Mechele,25,https://cdn.sofifa.org/players/4/19/212204.png,Belgium,75,Club Brugge KV,€19K
2035,230381,Kaimo Lima,34,https://cdn.sofifa.org/players/4/19/230381.png,Brazil,75,Fluminense,€24K
